,ion/atom,min,1st quartile,median,3rd quartile,max,mean,std,fails
211,"('YB', 'C')",0.016393723557027534,0.024956254820799963,0.025320523188439928,0.025513435905348332,0.03181967784852566,0.024647085581247036,0.002899106091246505,N/A
212,"('LU', 'O')",0.00515666654846964,0.005914463156068694,0.006672259763667747,0.0073842981196612185,0.00809633647565469,0.006641754262597359,0.0012003090600329305,N/A
213,"('LU', 'N')",0.003995482985323164,0.004300065199680664,0.004604647414038164,0.005110343981269347,0.005616040548500531,0.0047387236492872865,0.0006683482283644131,N/A
214,"('LU', 'S')",3.2803636989516944e-05,0.0001196249086730019,0.00020644618035648687,0.00030164676435057614,0.00039684734834466537,0.00021203238856355643,0.00014867270593691635,N/A
215,"('LU', 'C')",0.015876960302926204,0.017758137599723826,0.01963931489652145,0.02047923745256784,0.021319160008614238,0.018945145069353964,0.002275344401896122,N/A
216,"('OS', 'O')",0.006934645046806624,0.007118142894981321,0.0073016407431560175,0.007485138591330713,0.00766863643950541,0.0073016407431560175,0.0003669956963493928,N/A
217,"('OS', 'N')",0.004796161950246857,0.004837213681909459,0.004878265413572062,0.004919317145234663,0.0049603688768972655,0.004878265413572062,8.21034633252042e-05,N/A
218,"('OS', 'S')",1.2339226061933495e-05,2.6663355844986807e-05,4.098748562804012e-05,5.531161541109342e-05,6.963574519414674e-05,4.098748562804012e-05,2.8648259566106623e-05,N/A
219,"('OS', 'C')",0.018096589282328886,0.01824900863921946,0.018401427996110033,0.018553847353000606,0.01870626670989118,0.018401427996110033,0.000304838713781147,N/A
220,"('IR3', 'O')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
221,"('IR3', 'N')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
222,"('IR3', 'S')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
223,"('IR3', 'C')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
224,"('AU3', 'O')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
225,"('AU3', 'N')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
226,"('AU3', 'S')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
227,"('AU3', 'C')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
228,"('BS3', 'O')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
229,"('BS3', 'N')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
230,"('BS3', 'S')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
231,"('BS3', 'C')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
232,"('AM', 'O')",0.00461413257548253,0.00461413257548253,0.00461413257548253,0.00461413257548253,0.00461413257548253,0.00461413257548253,0.0,N/A
233,"('AM', 'N')",0.0034090917211379228,0.0034090917211379228,0.0034090917211379228,0.0034090917211379228,0.0034090917211379228,0.0034090917211379228,0.0,N/A
234,"('AM', 'S')",6.228839406155025e-05,6.228839406155025e-05,6.228839406155025e-05,6.228839406155025e-05,6.228839406155025e-05,6.228839406155025e-05,0.0,N/A
235,"('AM', 'C')",0.013708238108468865,0.013708238108468865,0.013708238108468865,0.013708238108468865,0.013708238108468865,0.013708238108468865,0.0,N/A
236,"('ZCM', 'O')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
237,"('ZCM', 'N')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
238,"('ZCM', 'S')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
239,"('ZCM', 'C')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
240,"('CF', 'O')",0.005110458381693566,0.005110458381693566,0.005110458381693566,0.005110458381693566,0.005110458381693566,0.005110458381693566,0.0,N/A
241,"('CF', 'N')",0.004215062217082178,0.004215062217082178,0.004215062217082178,0.004215062217082178,0.004215062217082178,0.004215062217082178,0.0,N/A
242,"('CF', 'S')",8.527582520108453e-05,8.527582520108453e-05,8.527582520108453e-05,8.527582520108453e-05,8.527582520108453e-05,8.527582520108453e-05,0.0,N/A
243,"('CF', 'C')",0.017116076343931967,0.017116076343931967,0.017116076343931967,0.017116076343931967,0.017116076343931967,0.017116076343931967,0.0,N/A
244,"('IR', 'O')",0.006036757416394047,0.009145816296885375,0.010593893260241401,0.011486144180348285,0.012568674172546198,0.010167464335117862,0.0018387998877189672,N/A
245,"('IR', 'N')",0.004664384391467645,0.006565765513386658,0.007201787411141385,0.007431487052435726,0.007576239135367569,0.006870379890337838,0.0008308754490087816,N/A
246,"('IR', 'S')",4.63070652582528e-05,0.00010183162530251435,0.00014849554106374105,0.00018963126644010688,0.00047463887576386246,0.00019663057759810356,0.00014410425091397342,N/A
247,"('IR', 'C')",0.018623859700228215,0.023752885651348185,0.02707825448671975,0.0280996481671805,0.029232020941374868,0.025849817911132455,0.003206536053155715,N/A
248,"('F', 'O')",0.004036294727668836,0.006736639979738512,0.009324131398791508,0.012374435997286421,0.017658980176336075,0.00972337193750165,0.0033178240703045842,N/A
249,"('F', 'N')",0.0029821731135231803,0.0051367726545524205,0.005962904815577623,0.007045535699114851,0.017658980176336075,0.006179739944104563,0.0018270180599557829,N/A
250,"('F', 'S')",0.0,8.987047391140113e-05,0.0001259265839672573,0.00016406844695591714,0.0003306819517827898,0.00012934839498613443,6.007148312272209e-05,N/A
251,"('F', 'C')",0.011631376101384972,0.02193433919639759,0.023507321518780835,0.026977995146422473,0.07769951277587873,0.024774107714873428,0.007806181708893113,N/A
252,"('CL', 'O')",0.0016916857668225795,0.007354238510168689,0.009624160247509726,0.011682917715671889,0.054818834340957634,0.009521420466768566,0.0028638193138565654,N/A
253,"('CL', 'N')",0.001158644121239915,0.005043183558716696,0.006045530659304964,0.007058438973294634,0.04568236195079803,0.006096451380430045,0.0016400631326217768,N/A
254,"('CL', 'S')",0.0,0.00010684298790419071,0.000161789512539447,0.00023447194182660904,0.00220984142795471,0.00019353877800925946,0.00014020481331713654,N/A
255,"('CL', 'C')",0.004301839221555764,0.019680387118335422,0.023351278061560364,0.027095683246990902,0.10547819429516991,0.02337730622336698,0.005275042752637806,N/A
256,"('BR', 'O')",0.0034886936589744585,0.007293997043781924,0.009533375908036702,0.011530028309525622,0.017812896874621252,0.009428753234194282,0.0028051885706698466,N/A
257,"('BR', 'N')",0.0026303156057997236,0.005064932643288436,0.006058839354022309,0.006790238248448336,0.010905601260493962,0.006043533347689285,0.001369865939494726,N/A
258,"('BR', 'S')",0.0,0.00010146146810918963,0.0001532536229643497,0.00021972807739381258,0.0016964268627435051,0.00017625869750526667,0.00013716011303599096,N/A
259,"('BR', 'C')",0.010296449123557892,0.020103023533026825,0.02354047822990976,0.026832152516120325,0.03804843106439004,0.023431199464321855,0.004906151044875769,N/A
260,"('IOD', 'O')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
261,"('IOD', 'N')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
262,"('IOD', 'S')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
263,"('IOD', 'C')",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
